ID,Tweet,Target,Stance,Ans,FOL,needbkl,restated_sentence,extracted_knowledge
881,Are we so desperate in this country to seriously consider a 60+ woman as president?,Hillary Clinton,AGAINST,∀x (is a woman(x) ∧ is considered as president(x) ∧ is 60+ years old(x) → is Hillary Clinton(x)) → neutral,∀x (is a woman(x) ∧ is considered as president(x) ∧ is 60+ years old(x) → is Hillary Clinton(x)) → neutral,1,Are we so desperate in this country that we are seriously considering a woman over 60 years old to become our president?,
882,@JOEROWE409 @ScotsFyre Hillaey Clinton can't help but lie...it's who she really is.,Hillary Clinton,AGAINST,∀x (lies(x) ∧ is Hillary Clinton(x) → has an opposed attitude(x)) → opposed,∀x (lies(x) ∧ is Hillary Clinton(x) → has an opposed attitude(x)) → opposed,1,Joe Rowe and ScotsFyre are saying that Hillary Clinton is a habitual liar and that it's an ingrained part of her personality.,
883,"Hillary ""We came, we saw, he [Gaddaffi] died"" psychopath Clinton. #HillaryonCNN #Nothanks",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → is a psychopath(x)) → is opposed(x) → opposed,∀x (is Hillary Clinton(x) → is a psychopath(x)) → is opposed(x) → opposed,1,"Hillary Clinton, who once famously said 'We came, we saw, he [Gaddafi] died', is being called a psychopath on Twitter. The hashtags being used are #HillaryonCNN and #Nothanks.",
884,It bugs me when some people seek to invalidate centrist Democrats. I prefer a bigger tent.,Hillary Clinton,NONE,__error__,Not Refer → Neutral,0,It bothers me when certain individuals try to dismiss moderate Democrats. I would rather have a broader range of beliefs in the party.,
885,Join the Hillary team now and come to the Jefferson County phone bank tomorrow from 6-8 at Bliss Studio in Fairfield!,Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x) → is a supporter of Hillary Clinton(x)) → support,∀x (is Hillary Clinton(x) → is a supporter of Hillary Clinton(x)) → support,1,"Join the Hillary Clinton team now and attend the phone bank event tomorrow from 6 to 8 PM at Bliss Studio in Fairfield, Jefferson County.",
886,"Mining is where all the money is but our ""Leader"" says otherwise #ArrestObama #RedNationRising #OperationBendOver #NoSanctuary",Hillary Clinton,NONE,__error__,Not Refer → Neutral,0,"The author believes that mining is a profitable industry, although the 'Leader' claims the opposite. The hashtags #ArrestObama #RedNationRising #OperationBendOver and #NoSanctuary are included in the tweet.",
887,I wish #OliviaPope could run @HillaryClinton 's campaign... #Scandal #livisreal,Hillary Clinton,AGAINST,∀x (is a political figure(x) ∧ is a campaign(x) → is run by Olivia Pope(x) ∧ is supported(x)) → support,∀x (is a political figure(x) ∧ is a campaign(x) → is run by Olivia Pope(x) ∧ is supported(x)) → support,1,"I wish Olivia Pope, a character from the TV series Scandal, could run the presidential campaign for Hillary Clinton. The #livisreal hashtag suggests that the speaker is emphasizing the authenticity of Olivia's abilities.",
888,"Liberal's, why ARE you so intolerant?!? Why were your parents so intolerant? And their parents? #UniteBlue",Hillary Clinton,NONE,∀x (is a liberal(x) → is intolerant(x) ∧ is a parent(x) ∧ is a grandparent(x)) ∧ ∀x (is supportive of Hillary Clinton(x) → ¬is intolerant(x)) → support,∀x (is a liberal(x) → is intolerant(x) ∧ is a parent(x) ∧ is a grandparent(x)) ∧ ∀x (is supportive of Hillary Clinton(x) → ¬is intolerant(x)) → support,1,"Liberals, why are you so intolerant? Why were your parents and their parents also intolerant? Let's unite under the blue color. #UniteBlue",
889,@CNN One would hope everyone would be fired up over such a blatant lie,Hillary Clinton,AGAINST,∀x (is a lie(x) → ¬is Hillary Clinton(x)) → opposed,∀x (is a lie(x) → ¬is Hillary Clinton(x)) → opposed,1,"On Twitter, someone addressed CNN and wrote that they hope everyone would show enthusiasm and passion about a plain and obvious false statement.",
890,Hillary gave her first big interview. Did she talk about the issues? Did she rally the left? Nope. Total dud. #Bernie2016,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) ∧ gave an interview(x) ∧ was a disappointment(x) → is opposed(x)) → opposed,∀x (is Hillary Clinton(x) ∧ gave an interview(x) ∧ was a disappointment(x) → is opposed(x)) → opposed,1,"Hillary Clinton gave her first major interview, but she did not talk about the issues or rally the left. Consequently, it was not successful and considered a total dud according to the hashtag #Bernie2016.",
891,"#Clintonemails are just a prelude of what her presidency could be if elected, a myrad of scandals @GOP @FloridaGOP @marcorubio",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → ¬is a presidency(x) ∨ ¬is an email(x) ∨ is a scandal(x)) → opposed,∀x (is Hillary Clinton(x) → ¬is a presidency(x) ∨ ¬is an email(x) ∨ is a scandal(x)) → opposed,1,"The release of #Clintonemails is an indication of the many potential scandals that could arise in the event of Hillary Clinton's election to the presidency, according to @GOP, @FloridaGOP, and @marcorubio.",
892,@CNN and CNN proved they are not a legitimate news organization by not calling her out about all her lies. #JournalismIsDead,Hillary Clinton,AGAINST,∀x (is a lie(x) ∧ is CNN(x) ∧ ¬is a legitimate news organization(x) → is opposed(x)) → opposed,∀x (is a lie(x) ∧ is CNN(x) ∧ ¬is a legitimate news organization(x) → is opposed(x)) → opposed,1,CNN and CNN have demonstrated that they are not a credible news outlet by not exposing Hillary Clinton's falsehoods and deceptions. The field of journalism has lost its integrity. #JournalismIsDead,
893,We stand with the great #Baltimore mayor! Fire all the Crooks in Uniform! @MayorSRB #FreddieGray #hannity @donlemon #BlueWall,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"We express our support to the mayor of Baltimore and demand the removal of all corrupt police officers. We also include the hashtags #FreddieGray, #hannity, and #BlueWall, and tag @MayorSRB and @donlemon.",
894,HRC is delusional in addition to being a pathological liar.  1%er to the extreme.,Hillary Clinton,AGAINST,∀x (is delusional(x) ∧ is a liar(x) ∧ is a 1%er(x) → ¬G(x)) → opposed,∀x (is delusional(x) ∧ is a liar(x) ∧ is a 1%er(x) → ¬G(x)) → opposed,1,Hillary Clinton is delusional in addition to being a pathological liar. She is also considered as one of the top 1% wealthiest people in the world.,
895,This is the 3rd time in U.S. that Republicans has a vacuum of presidential leadership.,Hillary Clinton,NONE,__error__,Not Refer → Neutral,0,This is the third time in the United States that Republicans have a lack of presidential leadership.,
896,'Hilary is not electable' then you stand no chance @realDonaldTrump #carnivalbarker,Hillary Clinton,AGAINST,¬is electable(x) → stands no chance(x) → opposed,¬is electable(x) → stands no chance(x) → opposed,1,"If you claim that Hillary Clinton is not capable of being elected, then you have no possibility of winning the election. This tweet is directed towards Donald Trump and includes a hashtag #carnivalbarker.",
897,"If Hillary Clinton is elected president in 2016, this nation will surely experience unprecedented destruction.",Hillary Clinton,AGAINST,∀x (is elected president(x) → causes destruction(x)) → opposed,∀x (is elected president(x) → causes destruction(x)) → opposed,1,"If Hillary Clinton is elected president in 2016, this nation will certainly go through unparalleled devastation.",
898,"@HillaryClinton : ""Change religious beliefs"" to accommodate the violence of abortion?! #WhyI'mNotVotingForHillary",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) ∧ supports abortion(x) ∧ suggests changing religious beliefs(x) → is opposed(x)) → opposed,∀x (is Hillary Clinton(x) ∧ supports abortion(x) ∧ suggests changing religious beliefs(x) → is opposed(x)) → opposed,1,"Hillary Clinton is being criticized for allegedly saying that religious beliefs must be changed to accept abortion violence, which has led to the hashtag #WhyI'mNotVotingForHillary.",
899,Voting Republican in 2016 gets you so much more than a free cellphone! #Election2016,Hillary Clinton,AGAINST,∀x (votes Republican(x) → ¬is Hillary Clinton(x)) → opposed,∀x (votes Republican(x) → ¬is Hillary Clinton(x)) → opposed,1,"By voting for the Republican candidate in the 2016 presidential election, you can get more benefits than just a free cellphone. #Election2016",
900,@HillaryClinton had a Legal obligation to prevent the destruction (preserve) Gov't & related documents (email). She didn't.,Hillary Clinton,AGAINST,∀x (has a legal obligation(x) ∧ ¬preserves documents(x) → is opposed(x)) → opposed,∀x (has a legal obligation(x) ∧ ¬preserves documents(x) → is opposed(x)) → opposed,1,Hillary Clinton was legally obligated to preserve government and related documents (email) from destruction but she failed to fulfill it.,Hillary Clinton is mentioned in regards to her use of a private email server while serving as Secretary of State and her failure to preserve government and related documents.
901,"@3_Card_Monty : I believe the title would be ""First Lord"". Let THAT sink in!! #PJNET",Hillary Clinton,NONE,∀x (is a title(x) ∧ is a lord(x) → is supported(x)) → support,∀x (is a title(x) ∧ is a lord(x) → is supported(x)) → support,1,I believe that the appropriate title for Hillary Clinton would be 'First Lord'. Please take a moment to consider that! #PJNET,
902,@Independent Maybe it's his last name? Or maybe he's a bonafide racist with a militia membership. Lol. #Tattoos,Hillary Clinton,NONE,∀x (¬is mentioned(x) ∧ ¬is referenced(x) → is neutral(x)) → neutral,∀x (¬is mentioned(x) ∧ ¬is referenced(x) → is neutral(x)) → neutral,1,Maybe the reason for his behavior is his last name or may be he is a genuine racist who is a member of militia. Laughing out loud. Tattoos.,
903,"You know, when you talk bad about Hillary, in a sense, you're talking bad about me.",Hillary Clinton,FAVOR,"∀x (speaks negatively about y(x, is Hillary Clinton) → has a positive attitude towards y(x, is Hillary Clinton)) → support","∀x (speaks negatively about y(x, is Hillary Clinton) → has a positive attitude towards y(x, is Hillary Clinton)) → support",1,"When someone speaks negatively about Hillary Clinton, it can be interpreted as a personal attack against the speaker.",
904,"I will give the Jewish state all the support to vanquish Hamas & if that means killing 200,000 Gazans, than so be it. -",Hillary Clinton,NONE,__error__,Not Refer → Neutral,0,"I will give the Jewish state all the support they need to defeat Hamas and if that involves causing the death of 200,000 people from Gaza, then I am fine with it.",
905,Why did you lie about the #Benghazi subpoena? @HillaryClinton  No wonder no one trusts you.,Hillary Clinton,AGAINST,∀x (lied(x) ∧ is subpoenaed(x) → ¬is trusted(x)) → opposed,∀x (lied(x) ∧ is subpoenaed(x) → ¬is trusted(x)) → opposed,1,"Why did you lie about the Benghazi subpoena? Hillary Clinton, this is the reason why no one trusts you.",
906,"@JoanOfArgghh I won't use the c-word, so I'll just say that everything Clinton does is a ""cunning stunt"". #HillaryonCNN",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → is a cunning stunt(x)) → is opposed(x) → opposed,∀x (is Hillary Clinton(x) → is a cunning stunt(x)) → is opposed(x) → opposed,1,"I will not use the offensive word, so I will state that all of Hillary Clinton's actions are very clever and calculated maneuvers. She is currently being discussed on CNN. #HillaryonCNN",
907,Controlling #illegalimmigration is Now Racist According to @ChrisCuomo #NewDayCNN  Let's Bash #Trump ALL Day AGAIN #morningjoe,Hillary Clinton,NONE,∀x (is a hashtag(x) ∧ is a mention(x) ∧ is a reference to a political figure(x) → ¬is a neutral statement(x)) → neutral,∀x (is a hashtag(x) ∧ is a mention(x) ∧ is a reference to a political figure(x) → ¬is a neutral statement(x)) → neutral,1,"According to Chris Cuomo on New Day CNN, controlling illegal immigration is now considered racist. The tweet suggests that there will be ongoing criticism of Trump on Morning Joe.",
